variant,H1_log10Kd,H9_log10Kd,fdl_x,fdl_y
00001001111,-7.709182716201652,-7.0,-97.84262084960938,2.173189163208008
00001010000,,-7.0,,
00001010001,-7.0,-7.0,-97.94805145263672,4.593358516693115
00001010010,-8.26494713772113,-7.0,-9.488041877746582,-138.8311004638672
00001010011,,,,
00001010100,-8.734344920908194,-7.0,4.079319953918457,-134.88751220703125
00001010101,-8.646355667625679,-7.0,3.8280420303344727,-135.22508239746094
00001010110,-8.617253027154382,-8.180842918993584,4.9416937828063965,-134.17359924316406
00001010111,-8.596679240397455,-7.8929466400666595,5.465946197509766,-134.2191162109375
00001011000,-8.686979429936322,-7.0,0.4955595135688782,-112.35213470458984
00001011001,-8.925035609382975,-7.0,16.14191436767578,-7.905471801757812
00001011010,-8.482019698539982,-7.0,-3.069535493850708,-135.48512268066406
00001011011,-8.647936405565803,-7.0,-5.5828471183776855,-139.6342315673828
00001011100,-8.531478451398288,-7.0,0.9573466181755066,-133.8480987548828
00001011101,-8.600318277015772,-7.0,1.903231143951416,-135.71905517578125
00001011110,-8.515583811427309,-7.0,0.2178102135658264,-135.4901580810547
00001011111,-8.472361302828935,-7.0,0.5759590268135071,-136.44454956054688
00001100000,-7.0,-7.0,-98.26017761230467,3.6114115715026855
00001100001,-7.0,-7.920894426556085,-98.08348083496094,3.720613718032837
00001100010,-7.0,-7.181963611523679,-99.03782653808594,4.116482257843018
00001100011,-7.0,-8.110585358652147,-98.72295379638672,3.874253988265991
00001100100,-7.0,-7.54360231093584,-97.49188232421876,3.8851571083068848
00001100101,-7.0,-7.854320828897602,-97.7858428955078,3.521749973297119
00001100110,-8.218673982502082,-8.765258434977454,-77.70404815673828,33.23038864135742
00001100111,-8.306948328822758,-8.868105665686754,-77.65060424804688,33.46308898925781
00001101000,-7.0,-7.142586497397647,-98.05626678466795,3.965839385986328
00001101001,-7.0,-8.554118771639432,-98.05360412597656,3.468674421310425
00001101010,-7.0,-7.0,-98.9444808959961,4.083711624145508
00001101011,-7.0,-7.098845181406697,-98.60802459716795,3.492231130599976
00001101100,-7.0,-8.083307010491573,-98.06998443603516,3.878717422485352
00001101101,-7.0,-8.502327404903799,-97.94007873535156,3.791743755340576
00001101110,-7.0,-8.070777157352232,-98.52970886230467,3.731537580490112
00001101111,-7.0,-8.738608678399965,-98.40029907226562,3.800567865371704
00001110000,-8.064084511329012,-9.01643365939862,-25.66114997863769,-145.85060119628906
00001110001,-8.234773074134893,-9.115918331311583,-28.96809959411621,-147.0626983642578
00001110010,-7.993378635402283,-8.84103782972953,-22.778120040893555,-145.0120849609375
00001110011,-8.194201046837879,-9.04318308787074,-27.98641014099121,-146.68655395507812
00001110100,-7.0,,-97.29928588867188,4.061472892761231
00001110101,,,,
00001110110,,,,
00001110111,,,,
00001111000,-8.383176566662668,-9.24938370642945,-10.343048095703123,-138.5061492919922
00001111001,-8.592944122221606,-9.346990892914064,-11.098016738891602,-142.3588409423828
00001111010,-8.228548527204591,-9.103045343686434,-11.21743106842041,-140.85247802734375
00001111011,-8.523448250862607,-9.312544288235292,-10.159119606018066,-141.77841186523438
00001111100,-8.775689965539948,-9.401136558701326,-3.4627692699432373,-139.81214904785156
00001111101,-8.83951191330794,-9.490425630881392,-4.016161918640137,-139.89649963378906
00001111110,-8.879796939561533,-9.279374209632753,-3.6941072940826416,-140.49273681640625
00001111111,-9.004220782158466,-9.311848712397564,-4.085352420806885,-140.93458557128906
00010000000,-7.0,-7.0,-98.59095764160156,3.96451735496521
00010000001,-7.0,-7.0,-98.56517028808594,3.627488613128662
00010000010,-7.0,-7.0,-98.8801040649414,4.011225700378418
00010000011,-7.0,-7.0,-98.8918914794922,3.577625036239624
00010000100,-7.0,-7.0,-98.283447265625,3.694969892501831
00010000101,,-7.0,,
00010000110,-8.571805168488961,,7.470234870910644,-133.1765899658203
00010000111,-8.738611121308248,-7.478472727425085,6.26903247833252,-134.16673278808594
00010001000,-7.0,-7.0,-98.21153259277344,3.873361587524414
00010001001,-7.0,-7.0,-98.4018783569336,3.600126981735229
00010001010,-7.0,-7.0,-99.1864013671875,3.704559803009033
00010001011,-7.0,-7.0,-99.01812744140624,3.3909120559692383
00010001100,-7.0,-7.0,-97.89193725585938,3.3531320095062256
00010001101,-7.0,-7.0,-97.76321411132812,3.2401046752929688
00010001110,-7.457579144626687,-7.0,-97.89891052246094,2.4677345752716064
00010001111,-7.8821094198677155,-7.0,-97.29151153564452,2.8013558387756348
00010010000,-8.038194967953519,-7.0,-21.96029281616211,-141.42454528808594
00010010001,-8.525111425442011,-7.0,-38.94478988647461,-147.2760009765625
00010010010,,-7.0,,
00010010011,-8.523785283838187,-7.0,-38.86774826049805,-147.06594848632812
00010010100,-8.820917112963363,-7.0,3.6090781688690186,-135.6197052001953
00010010101,-8.840478685612409,-7.0,3.603016376495361,-136.0115203857422
00010010110,-8.705210322579175,-7.411618199162192,4.082467555999756,-135.6068115234375
00010010111,-8.793525613580336,,3.9215006828308105,-135.59335327148438
00010011000,-8.752154233775308,-7.0,-3.055818557739258,-129.99288940429688
00010011001,-9.120255110348204,-7.0,18.007606506347656,2.7204818725585938
00010011010,-8.626996306434705,-7.0,-3.0191564559936523,-136.67596435546875
00010011011,-8.765232958987378,-7.0,-3.5432138442993164,-139.13165283203125
00010011100,-8.69578701789889,-7.0,0.1242382079362869,-134.11122131347656
00010011101,-8.897159190776398,-7.0,2.295167922973633,-136.22189331054688
00010011110,-8.589319858651672,-7.0,-0.6942348480224609,-136.46824645996094
00010011111,-8.736703884739965,-7.0,-0.368058830499649,-137.853759765625
00010100000,-7.0,-7.0,-98.79115295410156,4.036645412445068
00010100001,-7.0,-7.384275426125232,-98.43699645996094,3.499969244003296
00010100010,-7.0,-7.0,-98.77932739257812,3.746778726577759
00010100011,-7.0,-7.322911979577936,-99.06266021728516,3.2826406955718994
00010100100,-7.0,-7.0,-97.76183319091795,3.738615512847901
00010100101,-7.0,-7.0,-97.59072875976562,3.5402519702911377
00010100110,-8.258429094146992,-8.553670539851169,-78.10875701904297,34.512691497802734
00010100111,-8.31835383193793,-8.918368122696316,-76.95341491699219,34.637813568115234
00010101000,-7.0,-7.0,-98.23643493652344,3.1329829692840576
00010101001,-7.0,-7.2997196936482895,-98.39324188232422,3.086216926574707
00010101010,-7.0,-7.0,-98.96001434326172,3.245753526687622
00010101011,-7.0,-7.0,-98.9201889038086,3.215805053710937
00010101100,-7.0,-7.1512924701529945,-98.25444793701172,2.9256927967071533
00010101101,-7.0,-7.768218536464522,-97.95626068115234,2.9998979568481445
00010101110,-7.0,-7.13400295489479,-98.36309814453124,3.0210509300231934
00010101111,-7.0,-7.5665504229812575,-98.3479232788086,2.901416778564453
00010110000,-8.26175846935934,-8.650865780410804,-26.573213577270508,-145.8131103515625
00010110001,-8.440994664000925,-9.035196676466882,-33.91735076904297,-146.55853271484375
00010110010,-8.093110044469826,-7.632000815710871,-24.109840393066406,-145.1310577392578
00010110011,-8.436685738603265,-8.765481093894332,-33.13783645629883,-147.10345458984375
00010110100,,,,
00010110101,-8.643403833931469,-9.15976007328402,-11.538004875183104,-140.779541015625
00010110110,,,,
00010110111,,,,
00010111000,-8.693713442743713,-9.132761132982765,-8.189184188842773,-137.23023986816406
00010111001,-8.935098048971831,-9.256181020939342,-10.160428047180176,-141.46409606933594
00010111010,-8.377596228930122,-8.854641741246224,-10.102984428405762,-140.66558837890625
00010111011,-8.697560846365873,-9.131843547763934,-6.485395431518555,-140.4493865966797
00010111100,-8.97220033647123,-9.339083475493387,-2.692281484603882,-139.70498657226562
00010111101,-9.165934390334828,-9.386181601792831,-3.720827102661133,-140.2669219970703
00010111110,-8.972240534291563,-9.12259413535992,-2.5249223709106445,-139.989501953125
00010111111,-9.248038984435382,-9.2255122349889,-3.3574535846710205,-141.0540771484375
00011000000,-7.0,-7.0,-98.2846221923828,3.797523736953736
00011000001,-7.0,-7.0,-98.62808227539062,3.65474796295166
00011000010,-7.0,-7.0,-99.09733581542967,3.6936659812927246
00011000011,-7.0,-7.0,-99.08096313476562,3.886050939559937
00011000100,-7.0,-7.0,-97.76690673828124,3.873115301132202
00011000101,-7.926803085574125,-7.0,-96.79517364501952,3.751977443695069
00011000110,-8.828923337103916,-8.152921122620974,5.899488925933838,-134.41891479492188
00011000111,-8.972462361439533,-7.677892386706829,6.23481035232544,-134.4102020263672
00011001000,-7.0,-7.0,-98.30284118652344,3.65703558921814
00011001001,-7.0,-7.0,-98.35489654541016,3.4782018661499023
00011001010,-7.0,-7.0,-99.02313232421876,3.721123456954956
00011001011,-7.0,-7.0,-98.73121643066406,3.64173436164856
00011001100,-7.0,-7.0,-98.16627502441406,3.5359647274017334
00011001101,-7.0,-7.0,-97.68128967285156,3.3091228008270264
00011001110,-8.046495858077703,-7.0,-96.84842681884766,2.141143321990967
00011001111,-8.327647865660385,-7.0,-97.25200653076172,2.146553039550781
00011010000,-8.651299654966737,-7.0,-4.688290596008301,-132.06234741210938
00011010001,,,,
00011010010,-8.4131807889972,-7.0,-12.92717456817627,-139.7911376953125
00011010011,,-7.0,,
00011010100,-8.875056169660004,-7.0,4.137760639190674,-135.56228637695312
00011010101,-8.879451634907117,-7.0,3.776597023010254,-135.66903686523438
00011010110,-8.834708970236566,-7.996957664445594,5.363703727722168,-134.99859619140625
00011010111,-8.887831433881294,-8.163995159611527,4.428715229034424,-135.3648223876953
00011011000,-8.78587051119819,-7.0,-1.3367369174957275,-123.03491973876952
00011011001,-9.056716621053868,-7.0,17.325740814208984,1.1718672513961792
00011011010,-8.54753202598207,-7.0,-4.8853912353515625,-136.8483123779297
00011011011,-8.742122505053194,-7.0,-4.682359218597412,-139.5073699951172
00011011100,-8.684919339169541,-7.0,0.3567589521408081,-133.9493865966797
00011011101,-8.896510007935992,-7.0,2.548098564147949,-136.00668334960938
00011011110,-8.636436101396109,-7.0,-0.4053056538105011,-136.00758361816406
00011011111,-8.81114309464748,-7.0,0.0900695174932479,-137.5946502685547
00011100000,-7.0,-7.0,-98.4534149169922,3.860775232315064
00011100001,-7.0,-7.088707754935053,-98.79387664794922,3.224926233291626
00011100010,-7.0,-7.0,-99.00826263427734,3.945464849472046
00011100011,-7.0,-7.2868598162567055,-99.25394439697266,3.8849518299102783
00011100100,-7.0,-7.602352791375147,-97.58405303955078,3.670445919036865
00011100101,-7.0,-7.5029319359581885,-97.87745666503906,3.4865496158599854
00011100110,-8.31379813858999,-8.81272658353943,-77.56621551513672,33.774497985839844
00011100111,-8.334613188109143,-8.82124486018435,-77.06475830078125,34.20087432861328
00011101000,-7.0,-7.0,-98.22447204589844,3.840660333633423
00011101001,-7.0,-7.425772345953677,-98.23756408691406,3.049899101257324
00011101010,-7.0,-7.0,-98.62523651123048,3.8484549522399902
00011101011,-7.0,-7.0,-98.98877716064452,3.10085678100586
00011101100,-7.0,-7.1299712369138994,-97.91016387939452,3.212033271789551
00011101101,-7.0,-7.886561324083066,-97.76799774169922,3.0299766063690186
00011101110,-7.0,-7.313911353826513,-97.92127227783205,3.1224491596221924
00011101111,-7.077765430134503,-8.168670703721594,-97.9041748046875,4.42835807800293
00011110000,-8.194353323730365,-8.989947402461151,-26.001426696777344,-145.6373291015625
00011110001,-8.374302730363178,-9.049037184448148,-30.60703468322754,-147.08798217773438
00011110010,-8.334647624411053,-8.589996972294497,-21.417011260986328,-143.77487182617188
00011110011,-8.419952351111874,-8.907942733206507,-30.309085845947266,-146.5637664794922
00011110100,,,,
00011110101,-9.06297352262157,-9.16152856141493,-2.0779850482940674,-139.16355895996094
00011110110,,,,
00011110111,,,,
00011111000,-8.552413256993065,-9.227881401673544,-9.90853500366211,-138.4142303466797
00011111001,-8.861390420560706,-9.324805152213084,-10.101054191589355,-141.7268524169922
00011111010,-8.457431976394687,-9.013774246793313,-11.491015434265137,-141.30892944335938
00011111011,-8.746715034439713,-9.091339005666896,-6.009894371032715,-140.03443908691406
00011111100,-9.002964956280891,-9.3669704831439,-2.6785151958465576,-140.04150390625
00011111101,-9.151706626645648,-9.491871275105154,-3.436788558959961,-140.3352813720703
00011111110,-9.039319494903976,-9.255992045027469,-2.685009717941284,-140.32630920410156
00011111111,-9.288871122218644,-9.3538459379123,-2.9953691959381104,-140.80859375
00100000000,-7.0,-7.0,-98.37149047851562,3.939929246902466
00100000001,-7.0,-7.0,-98.6352996826172,4.030494213104248
00100000010,-7.0,-7.0,-98.72721862792967,4.138337135314941
00100000011,-7.0,-7.0,-98.863525390625,3.8459665775299072
00100000100,-7.0,-7.0,-97.57605743408205,3.9263432025909424
00100000101,-7.0,-7.0,-97.5235366821289,3.80270266532898
00100000110,-8.483562772843436,-7.310757530647487,8.294648170471191,-131.8960723876953
00100000111,-8.477388490454166,-7.4316523157777565,8.609321594238281,-131.73683166503906
00100001000,-7.0,-7.0,-98.78932189941406,3.683027982711792
00100001001,-7.0,-7.0,-98.8338623046875,3.442110776901245
00100001010,-7.0,-7.0,-98.77867889404295,4.168562889099121
00100001011,-7.0,-7.0,-99.02244567871094,3.5783042907714844
00100001100,-7.0,-7.0,-97.92627716064452,3.830389976501465
00100001101,-7.0,-7.0,-97.81686401367188,3.579742670059204
00100001110,-7.0,-7.0,-98.15267944335938,4.214550971984863
00100001111,-7.166186955648383,-7.0,-98.75592041015624,2.669265031814575
00100010000,-8.466689687195696,-7.0,8.86773681640625,-86.575439453125
00100010001,,-7.0,,
00100010010,,-7.0,,
00100010011,,-7.0,,
00100010100,-8.768865547588595,-7.0,4.664666175842285,-135.47311401367188
00100010101,-8.650826525482325,-7.0,3.757530212402344,-135.43695068359375
00100010110,-8.785223267980237,-7.543541604010928,4.503366470336914,-135.58261108398438
00100010111,-8.741593092110085,-8.001726667144137,4.568742752075195,-135.83837890625
00100011000,-8.971400137832811,-7.0,15.64815616607666,-6.318074703216553
00100011001,-9.178950982124874,-7.0,15.593384742736816,-4.827286243438721
00100011010,-8.592289614838242,-7.0,-2.4485743045806885,-138.00794982910156
00100011011,-8.736781829686459,-7.0,-4.183316230773926,-139.79664611816406
00100011100,-8.6650005425639,-7.0,1.9093289375305176,-136.3934326171875
00100011101,-8.63628726986008,-7.0,2.7068004608154297,-135.84872436523438
00100011110,-8.506944930885734,-7.0,0.0624698176980018,-137.2106170654297
00100011111,-8.544532885692602,-7.0,0.7792958617210388,-136.99588012695312
00100100000,-7.0,-7.07846113497946,-98.0770034790039,4.07128381729126
00100100001,-7.0,-8.42669234932668,-98.60118103027344,3.7041091918945312
00100100010,-7.0,-7.237280400012809,-98.67676544189452,3.8703341484069824
00100100011,-7.0,-8.482156994183393,-99.09271240234376,4.156213283538818
00100100100,-7.0,-7.383351581701577,-97.51050567626952,4.363961219787598
00100100101,-7.0,-7.655216717337947,-97.6845245361328,3.741286277770996
00100100110,-7.610786462712245,-8.781916372681463,-84.58367919921875,23.968299865722656
00100100111,-8.066497054495784,-8.960596716574935,-80.42758178710938,30.68728446960449
00100101000,-7.0,-7.07469988765034,-98.3271713256836,3.861861228942871
00100101001,-7.0,-8.744670879112997,-98.48819732666016,3.0531885623931885
00100101010,-7.0,-7.0,-98.68263244628906,3.7808334827423096
00100101011,-7.0,-7.3775979910211475,-98.60061645507812,3.416733980178833
00100101100,-7.0,-7.607055145711162,-97.88004302978516,3.758212089538574
00100101101,-7.0,-8.50542787650094,-98.17637634277344,3.2270002365112305
00100101110,-7.0,-7.862883840318859,-98.01371002197266,3.758123397827149
00100101111,-7.0,-8.604680211064746,-98.36390686035156,3.2352333068847656
00100110000,-8.162385608275713,-9.045715962858738,-27.225297927856445,-147.133056640625
00100110001,-8.343026401063701,-9.165800736830226,-29.14988899230957,-147.89486694335938
00100110010,-7.932409862459379,-8.721322696699247,-24.71961784362793,-146.47824096679688
00100110011,-8.346289791770925,-8.95808558034733,-28.545730590820312,-148.0859832763672
00100110100,-7.0,,-97.0212860107422,4.540711879730225
00100110101,,,,
00100110110,-7.0,,-96.7929916381836,5.042043209075928
00100110111,,,,
00100111000,-8.563999325104879,-9.26025076890912,-11.523479461669922,-141.62387084960938
00100111001,-8.825016799485784,-9.427430036114965,-11.131020545959473,-142.66676330566406
00100111010,-8.292297990062218,-9.117590853982987,-10.544334411621094,-141.37440490722656
00100111011,-8.598030909087663,-9.258032431689,-10.37018871307373,-142.63381958007812
00100111100,-8.861016076340723,-9.418148164617795,-3.548668384552002,-140.08380126953125
00100111101,-8.974469768067857,-9.436528102609342,-4.763094425201416,-140.91293334960938
00100111110,-8.910178907785381,-9.225510872853407,-3.635586500167847,-140.19354248046875
00100111111,-9.084753453954312,-9.328239150171813,-4.388199806213379,-140.92105102539062
00101000000,-7.0,-7.0,-98.09567260742188,4.329021453857422
00101000001,-7.0,-7.0,-98.3546371459961,4.259017467498779
00101000010,-7.0,-7.0,-98.83985137939452,4.263059616088867
00101000011,-7.0,-7.0,-98.97322845458984,4.286300659179688
00101000100,-7.0,-7.0,-97.51720428466795,3.946423768997192
00101000101,-7.0,-7.0,-97.75886535644533,3.6791725158691406
00101000110,-8.721397653828765,-7.618499013929761,7.183838367462158,-133.328125
00101000111,-8.544699377765625,-7.367500585899246,7.50568675994873,-132.85134887695312
00101001000,-7.0,-7.0,-98.44754791259766,4.162384033203125
00101001001,-7.0,-7.0,-98.28782653808594,4.014016151428223
00101001010,-7.0,-7.0,-98.61052703857422,4.155214786529541
00101001011,-7.0,-7.0,-99.04881286621094,3.910408735275269
00101001100,-7.0,-7.0,-97.74527740478516,3.946448802947998
00101001101,-7.0,-7.0,-97.52880859375,3.545008897781372
00101001110,-7.634864223829976,-7.0,-97.2180633544922,2.3240110874176025
00101001111,-7.518110842376347,-7.0,-97.6265869140625,1.96837854385376
00101010000,,-7.0,,
00101010001,,-7.0,,
00101010010,,,,
00101010011,,,,
00101010100,-8.933714269213901,-7.0,4.610326290130615,-136.0963897705078
00101010101,-8.685919238960713,-7.0,3.78651762008667,-135.97836303710938
00101010110,-8.884555237272876,-8.549075802868895,4.879542827606201,-135.3908233642578
00101010111,-8.713301431757245,-8.232573582386774,4.147036075592041,-135.67784118652344
00101011000,-9.00139839766343,-7.0,15.136619567871094,-6.680190086364746
00101011001,-9.096544766274834,-7.383268660052736,15.160808563232422,-5.849616050720215
00101011010,-8.630686610576483,-7.0,-1.6964175701141355,-137.6124267578125
00101011011,-8.763505096959541,-7.0,-3.947177171707153,-139.35787963867188
00101011100,-8.735488490739936,-7.0,1.9716957807540891,-136.69065856933594
00101011101,-8.699845376800335,-7.0436491826368455,2.521955728530884,-136.72943115234375
00101011110,-8.592533394111197,-7.0,0.2191284000873565,-136.93321228027344
00101011111,-8.617852816092316,-7.0,0.8696097135543823,-137.16490173339844
00101100000,-7.0,,-98.06072998046876,3.9674832820892334
00101100001,-7.0,-8.686272205850983,-98.1653289794922,3.892882823944092
00101100010,-7.0,-7.406093514210638,-98.56993103027344,4.253974437713623
00101100011,-7.0,-8.609462127926713,-98.97674560546876,4.021223068237305
00101100100,-7.0,-7.651725322880943,-97.606689453125,3.8568387031555176
00101100101,-7.0,-8.032217884149679,-97.53482055664062,3.502249002456665
00101100110,-8.292018764659185,-8.95982814633824,-77.30986022949219,34.54800796508789
00101100111,-8.286998993455905,-8.974005526880779,-77.60615539550781,34.01824188232422
00101101000,-7.0,-7.470033857042535,-98.15584564208984,4.015861511230469
00101101001,-7.0,-8.786626345987992,-98.30309295654295,3.4100706577301025
00101101010,-7.0,-7.0,-98.84695434570312,3.661163330078125
00101101011,-7.0,-7.315490105145893,-98.75020599365234,3.473881244659424
00101101100,-7.0,-8.406022624833891,-98.07749938964844,3.779768705368042
00101101101,-7.0,-8.689577023600076,-98.18783569335938,3.661652803421021
00101101110,-7.0,-8.392009349034401,-98.34210968017578,3.903168439865112
00101101111,-7.0,-8.677450498182116,-98.4770050048828,4.044604301452637
00101110000,-8.136909178312534,-9.129632408405456,-27.153488159179688,-146.6009521484375
00101110001,-8.194729168013632,-9.245779605141706,-28.86281967163086,-147.34542846679688
00101110010,-8.066327039701612,-8.983792252043267,-24.53395652770996,-145.43145751953125
00101110011,-8.27975659872866,-9.088655127195905,-27.151874542236328,-146.2726593017578
00101110100,,-9.62182405106799,,
00101110101,,-7.0,,
00101110110,,,,
00101110111,,,,
00101111000,-8.583203926781572,-9.30728424808654,-11.92741584777832,-141.68649291992188
00101111001,-8.737750425556559,-9.402875288681797,-11.592092514038086,-142.3558807373047
00101111010,-8.349954246698392,-9.158956155802509,-11.831934928894045,-142.0431365966797
00101111011,-8.598724549483602,-9.29938163149689,-10.502424240112305,-142.45852661132812
00101111100,-8.909975904891636,-9.454558214303956,-3.3798253536224365,-140.04551696777344
00101111101,-8.952642123032408,-9.512098903512143,-4.276980400085449,-140.5850830078125
00101111110,-8.93214859881787,-9.300537602294655,-3.363633394241333,-140.15206909179688
00101111111,-9.03906493909146,-9.303230260358312,-3.919653177261353,-140.82174682617188
00110000000,-7.0,-7.0,-98.49066925048828,3.59738826751709
00110000001,-7.0,-7.0,-98.5324935913086,3.3106486797332764
00110000010,-7.0,-7.0,-99.08219146728516,3.350738048553467
00110000011,-7.0,-7.0,-99.15805053710938,3.342121124267578
00110000100,-7.0,-7.0,-97.78058624267578,3.433523654937744
00110000101,-7.0,-7.0,-97.39888763427734,3.355757236480713
00110000110,-8.645924291156339,-7.976525214600892,7.844136238098144,-133.00393676757812
00110000111,-8.771967591002019,-7.527124132247303,6.594058990478516,-133.99183654785156
00110001000,-7.0,-7.0,-98.44003295898438,3.318093061447144
00110001001,-7.0,-7.0,-98.56470489501952,3.089560508728028
00110001010,-7.0,-7.0,-99.17190551757812,3.4461588859558105
00110001011,-7.0,-7.0,-98.84127044677734,3.103774309158325
00110001100,-7.0,-7.0,-97.99983978271484,3.395678997039795
00110001101,-7.0,-7.0,-97.71622467041016,3.110205173492432
00110001110,-7.409340598543088,-7.0,-98.23680877685548,2.288928985595703
00110001111,-7.672849462792199,-7.0,-97.94823455810548,2.1633219718933105
00110010000,,,,
00110010001,,-7.0,,
00110010010,,-7.0,,
00110010011,,-7.0,,
00110010100,-8.98055277166273,-7.0,4.223081111907959,-136.3094940185547
00110010101,-8.859448583305996,-7.0,4.124083042144775,-135.9505615234375
00110010110,-8.971280622062345,-7.8156076023289245,4.637089252471924,-136.1844024658203
00110010111,-8.881473845489325,-7.5354966532699,5.0609211921691895,-136.05506896972656
